cntr_u,dist_x,pang_x,ra_u,dec_u,ra,dec,sigra,sigdec,sigradec,w1mpro,w1sigmpro,w1snr,w1rchi2,w2mpro,w2sigmpro,w2snr,w2rchi2,w3mpro,w3sigmpro,w3snr,w3rchi2,w4mpro,w4sigmpro,w4snr,w4rchi2,nb,na,w1sat,w2sat,w3sat,w4sat,cc_flags,ph_qual,sso_flg,mjd,tmass_key,j_m_2mass,j_msig_2mass,h_m_2mass,h_msig_2mass,k_m_2mass,k_msig_2mass
30,1.006559,-62.778074,1.7100600100E+02,-3.4391715000E+01,171.0056997,-34.3915871,1.5401,1.7186,0.4773,17.197,null,null,2.325E+00,15.332,null,1.0,6.650E-01,10.748,0.263,4.1,1.030E+00,7.258,null,1.6,2.259E+00,1,0,0.000,0.000,0.000,0.000,0000,UUBU,0,55372.481496,null,null,null,null,null,null,null
31,1.449170,-146.299889,1.7111108700E+02,-3.4586730000E+01,171.1108157,-34.5870649,1.5476,1.7305,0.5660,17.144,null,null,1.525E+00,15.797,null,null,7.652E-01,10.532,0.222,4.9,9.686E-01,7.295,null,1.8,1.157E+00,1,0,0.000,0.000,0.000,0.000,0000,UUBU,0,55372.613673,null,null,null,null,null,null,null
32,1.108005,-178.700271,1.7121704400E+02,-3.4782403000E+01,171.2170355,-34.7827107,1.3057,1.3942,0.4222,17.115,null,null,1.539E+00,15.668,null,0.0,1.468E+00,10.357,0.195,5.6,8.612E-01,7.498,null,1.0,1.517E+00,1,0,0.000,0.000,0.000,0.000,0000,UUBU,0,55372.745977,null,null,null,null,null,null,null
33,0.739252,-40.691982,1.7132377900E+02,-3.4978333000E+01,171.3236156,-34.9781773,3.2422,3.4843,1.1368,16.998,null,null,9.342E-01,15.682,null,null,7.390E-01,11.275,0.480,2.3,1.613E+00,7.811,null,null,1.600E+00,1,0,0.000,0.000,0.000,0.000,000d,UUCU,1,55372.878280,null,null,null,null,null,null,null
34,1.968403,82.116241,1.7143130100E+02,-3.5174516000E+01,171.4319636,-35.1744410,1.6541,1.7860,0.4855,17.234,null,null,7.183E-01,15.764,null,null,1.264E+00,10.635,0.263,4.1,1.086E+00,7.878,0.518,2.1,6.351E-01,2,0,0.000,0.000,0.000,0.000,0000,UUBC,1,55373.010584,null,null,null,null,null,null,null
35,2.602073,96.466503,1.7148530600E+02,-3.5272503000E+01,171.4861857,-35.2725844,1.3742,1.4595,0.4124,17.116,null,null,9.856E-01,14.889,0.276,3.9,5.277E-01,10.603,0.238,4.6,7.553E-01,7.910,null,null,9.057E-01,1,0,0.000,0.000,0.000,0.000,0000,UBBU,1,55373.076672,null,null,null,null,null,null,null
36,4.711054,-178.375372,1.7153951100E+02,-3.5370556000E+01,171.5394655,-35.3718641,2.0847,2.0895,0.5661,16.733,0.408,2.7,9.419E-01,15.089,null,1.6,8.667E-01,10.864,null,1.4,2.138E+00,7.969,null,null,7.456E-01,1,0,0.000,0.000,0.000,0.000,0000,CUUU,1,55373.142761,null,null,null,null,null,null,null
37,1.124592,-161.532675,1.7159402300E+02,-3.5469061000E+01,171.5939015,-35.4693573,1.6018,1.7229,0.5191,17.065,null,null,1.558E+00,15.606,null,0.3,5.035E-01,10.569,0.223,4.9,1.548E+00,7.459,null,0.8,1.047E+00,1,0,0.000,0.000,0.000,0.000,0000,UUBU,0,55373.208976,null,null,null,null,null,null,null
39,0.558858,78.895083,1.7170344100E+02,-3.5665468000E+01,171.7036285,-35.6654381,1.3991,1.5517,0.4131,17.180,null,null,1.197E+00,15.421,null,0.7,8.065E-01,10.793,0.286,3.8,1.118E+00,7.307,0.286,3.8,2.304E+00,1,0,0.000,0.000,0.000,0.000,0000,UUBB,0,55373.341152,null,null,null,null,null,null,null
40,1.079185,170.200746,1.7170354800E+02,-3.5665864000E+01,171.7036108,-35.6661594,1.3025,1.4042,0.5139,16.697,null,1.1,7.045E-01,15.659,null,0.2,1.075E+00,10.384,0.184,5.9,7.532E-01,7.277,null,1.8,8.280E-01,1,0,0.000,0.000,0.000,0.000,0000,UUBU,0,55373.341280,null,null,null,null,null,null,null
41,0.112062,-114.887445,1.7175856300E+02,-3.5764156000E+01,171.7585282,-35.7641691,1.5838,1.6728,0.4920,17.147,null,null,1.382E+00,15.479,null,0.4,6.622E-01,10.599,0.253,4.3,6.787E-01,7.106,null,1.9,1.697E+00,2,0,0.000,0.000,0.000,0.000,0000,UUBU,1,55373.407368,null,null,null,null,null,null,null
42,2.108061,-99.227761,1.7181378300E+02,-3.5862506000E+01,171.8130698,-35.8625999,1.7812,1.9391,0.7109,17.117,null,null,7.712E-01,15.482,null,0.5,9.992E-01,10.597,0.238,4.6,8.846E-01,7.482,null,1.1,1.134E+00,1,0,0.000,0.000,0.000,0.000,0000,UUBU,0,55373.473456,null,null,null,null,null,null,null
44,1.631073,75.662215,1.7192495100E+02,-3.6059774000E+01,171.9254940,-36.0596618,1.6759,1.7744,0.6522,17.050,null,null,1.508E+00,15.026,0.337,3.2,6.853E-01,10.715,0.278,3.9,1.569E+00,7.946,null,null,4.427E-01,1,0,0.000,0.000,0.000,0.000,0000,UBBU,1,55373.605760,null,null,null,null,null,null,null
45,2.119103,23.259239,1.7198079300E+02,-3.6158298000E+01,171.9810809,-36.1577572,1.6583,1.7190,0.4120,16.785,0.471,2.3,7.480E-01,15.762,null,null,6.137E-01,10.727,0.276,3.9,1.374E+00,7.293,null,1.7,1.578E+00,1,0,0.000,0.000,0.000,0.000,0000,CUBU,1,55373.671848,null,null,null,null,null,null,null
46,1.067315,51.515139,1.7203695400E+02,-3.6257276000E+01,172.0372418,-36.2570915,1.1126,1.1811,0.4023,17.128,null,null,1.708E+00,15.083,null,1.4,1.567E+00,10.163,0.169,6.4,1.048E+00,7.369,0.321,3.4,1.597E+00,1,0,0.000,0.000,0.000,0.000,0000,UUBB,0,55373.738064,null,null,null,null,null,null,null
47,2.517826,147.383725,1.7209321700E+02,-3.6355913000E+01,172.0936851,-36.3565021,1.2927,1.4262,0.4318,16.585,null,1.3,1.172E+00,15.580,null,null,8.302E-01,10.399,0.197,5.5,8.436E-01,7.716,0.516,2.1,1.452E+00,2,0,0.000,0.000,0.000,0.000,0000,UUBC,1,55373.804152,null,null,null,null,null,null,null
48,2.932975,52.204222,1.7214969300E+02,-3.6454605000E+01,172.1504934,-36.4541057,0.1773,0.1975,0.0928,16.987,null,null,7.183E-01,15.694,null,null,1.782E+02,10.844,0.308,3.5,6.734E-01,7.449,null,1.1,7.021E-01,2,0,0.000,0.000,0.000,0.000,0D00,UUBU,0,55373.870240,null,null,null,null,null,null,null
49,2.331753,11.278884,1.7214980200E+02,-3.6455000000E+01,172.1499595,-36.4543648,1.7195,1.8801,0.7061,17.079,null,null,8.190E-01,15.798,null,null,1.297E+00,10.513,0.222,4.9,9.090E-01,7.852,null,null,1.346E+00,1,0,0.000,0.000,0.000,0.000,0000,UUBU,1,55373.870367,null,null,null,null,null,null,null
51,1.122904,169.505318,1.7237796100E+02,-3.6850700000E+01,172.3780320,-36.8510067,1.5084,1.6061,0.6002,16.997,null,null,5.914E-01,14.979,null,1.1,3.523E-01,10.484,0.219,5.0,9.252E-01,7.403,null,1.3,6.350E-01,1,0,0.000,0.000,0.000,0.000,0000,UUBU,1,55374.134848,null,null,null,null,null,null,null
53,1.762224,123.531487,1.7260961400E+02,-3.7247238000E+01,172.6101266,-37.2475084,1.2522,1.2263,0.4423,16.256,null,1.7,8.834E-01,15.559,null,0.4,1.210E+00,10.238,0.185,5.9,5.577E-01,7.342,0.322,3.4,1.655E+00,2,0,0.000,0.000,0.000,0.000,0000,UUBB,1,55374.399328,null,null,null,null,null,null,null
54,2.768782,169.088058,1.7260972500E+02,-3.7247634000E+01,172.6099079,-37.2483892,1.7343,1.8846,-0.3350,17.047,null,0.2,8.266E-01,15.007,null,2.0,4.949E-01,10.554,0.231,4.7,8.793E-01,7.918,null,null,9.701E-01,1,0,0.000,0.000,0.000,0.000,0000,UUBU,1,55374.399455,null,null,null,null,null,null,null
55,1.003275,51.417815,1.7272683200E+02,-3.7446002000E+01,172.7271064,-37.4458282,1.9010,2.0705,0.7032,17.213,null,null,1.063E+00,15.086,null,1.9,9.687E-01,10.736,0.282,3.9,5.842E-01,7.977,null,null,1.013E+00,1,0,0.000,0.000,0.000,0.000,0000,UUBU,1,55374.531632,null,null,null,null,null,null,null
