,cntr_u,dist_x,pang_x,ra_u,dec_u,ra,dec,clon,clat,igra,sigdec,sigradec,w1mpro,w1sigmpro,w1snr,w1rchi2,w2mpro,w2sigmpro,w2snr,w2rchi2,w3mpro,w3sigmpro,w3snr,w3rchi2,w4mpro,w4sigmpro,w4snr,w4rchi2,nb,na,w1sat,w2sat,w3sat,w4sat,cc_flags,ph_qual,sso_flg,mjd,tmass_key,j_m_2mass,_msig_2mass,h_m_2mass,h_msig_2mass,k_m_2mass,k_msig_2mass
131,211,1.935461,-21.094486,2.7176477500e+02,6.0042839000e+01,271.7643875,60.0433406,18h07m03.45s,60d02m36.03s,1.1430,1.2890,-0.1379,17.048,null,null,7.585e-01,15.141,null,1.6,1.117e+00,10.226,0.172,6.3,1.059e+00,7.158,null,1.9,9.761e-01,1,0,0.000,0.000,0.000,0.000,0000,UUBU,1,55283.860856,null,null,null,null,null,null,null
132,212,1.365138,-160.932584,2.7177690500e+02,5.9992657000e+01,271.7766573,59.9922986,18h07m06.40s,59d59m32.27s,0.9974,1.1417,0.0843,17.018,null,null,7.495e-01,15.757,null,null,1.177e+00,9.994,0.141,7.7,5.459e-01,7.272,null,1.8,1.307e+00,2,0,0.000,0.000,0.000,0.000,0000,UUBU,1,55283.993160,null,null,null,null,null,null,null
133,213,0.793839,-90.883274,2.7178893700e+02,5.9942182000e+01,271.7884968,59.9421786,18h07m09.24s,59d56m31.84s,1.0512,1.1897,-0.2737,17.070,null,null,1.024e+00,14.915,0.302,3.6,7.049e-01,10.676,0.250,4.3,1.119e+00,7.573,0.367,3.0,1.188e+00,1,0,0.000,0.000,0.000,0.000,0000,UBBC,1,55284.125464,null,null,null,null,null,null,null
134,214,1.115990,28.239635,2.7180087100e+02,5.9891415000e+01,271.8011634,59.8916881,18h07m12.28s,59d53m30.08s,1.3659,1.6301,-0.1275,17.053,null,null,1.066e+01,15.284,null,1.0,2.562e+00,10.384,0.192,5.6,9.912e-01,7.762,null,null,7.261e-01,1,0,0.000,0.000,0.000,0.000,0000,UUBU,1,55284.257769,null,null,null,null,null,null,null
135,215,2.544779,20.411119,2.7181270900e+02,5.9840352000e+01,271.8131997,59.8410145,18h07m15.17s,59d50m27.65s,0.7952,0.9350,-0.1364,15.999,0.211,5.1,1.789e+00,15.163,null,1.5,1.026e+00,10.286,0.182,6.0,1.545e+00,7.256,0.285,3.8,1.138e+00,1,0,0.000,0.000,0.000,0.000,0000,BUBB,1,55284.390073,null,null,null,null,null,null,null
136,216,0.725394,39.980714,2.7182447300e+02,5.9789121000e+01,271.8247303,59.7892754,18h07m17.94s,59d47m21.39s,1.2316,1.3587,0.1166,17.056,null,0.1,1.037e+00,15.504,null,0.4,7.116e-01,10.228,0.170,6.4,1.477e+00,7.864,0.511,2.1,1.325e+00,1,0,0.000,0.000,0.000,0.000,0000,UUBC,1,55284.522505,null,null,null,null,null,null,null
137,217,0.718965,160.971959,2.7183611300e+02,5.9737454000e+01,271.8362422,59.7372652,18h07m20.70s,59d44m14.15s,1.1504,1.1980,-0.1161,17.262,null,null,1.806e+00,15.180,null,1.5,1.342e+00,10.220,0.169,6.4,1.295e+00,7.584,0.421,2.6,2.341e+00,2,0,0.000,0.000,0.000,0.000,0000,UUBC,1,55284.654809,null,null,null,null,null,null,null
138,218,1.607756,91.719011,2.7184765700e+02,5.9685486000e+01,271.8485414,59.6854726,18h07m23.65s,59d41m07.70s,1.0253,1.2572,-0.2724,17.086,null,null,9.357e-01,15.059,null,1.8,1.677e+00,10.049,0.147,7.4,7.951e-01,7.355,null,1.8,1.970e+00,1,0,0.000,0.000,0.000,0.000,0000,UUBU,1,55284.787113,null,null,null,null,null,null,null
139,219,1.234214,167.186643,2.7185910500e+02,5.9633207000e+01,271.8592554,59.6328727,18h07m26.22s,59d37m58.34s,1.3087,1.5014,-0.2699,16.380,null,1.6,8.131e-01,15.675,null,0.1,8.534e-01,10.327,0.183,5.9,4.994e-01,7.420,null,1.2,1.312e+00,1,0,0.000,0.000,0.000,0.000,0000,UUBU,1,55284.919417,null,null,null,null,null,null,null
140,221,3.880305,-52.977560,2.7188172600e+02,5.9527850000e+01,271.8800290,59.5284990,18h07m31.21s,59d31m42.60s,0.5330,0.5034,0.0590,14.943,0.091,11.9,2.047e+00,14.693,0.236,4.6,9.159e-01,10.370,0.189,5.8,2.456e+00,7.462,null,1.2,6.823e-01,1,0,0.000,0.000,0.000,0.000,0000,ABBU,1,55285.184152,null,null,null,null,null,null,null
141,222,1.204259,4.467388,2.7189288100e+02,5.9474631000e+01,271.8929323,59.4749645,18h07m34.30s,59d28m29.87s,0.9531,1.0341,-0.1972,16.633,0.367,3.0,6.162e-01,15.702,0.500,2.2,1.095e+00,10.077,0.144,7.5,8.679e-01,7.878,0.518,2.1,1.000e+00,1,0,0.000,0.000,0.000,0.000,0000,CCBC,1,55285.316456,null,null,null,null,null,null,null
142,223,1.247395,118.211346,2.7190394000e+02,5.9421091000e+01,271.9045402,59.4209272,18h07m37.09s,59d25m15.34s,1.1103,1.2739,-0.3492,17.076,null,null,9.637e-01,15.501,null,0.7,1.207e+00,10.382,0.201,5.4,9.969e-01,7.875,0.489,2.2,7.315e-01,1,0,0.000,0.000,0.000,0.000,0000,UUBC,1,55285.448760,null,null,null,null,null,null,null
143,224,0.820044,4.773132,2.7191489900e+02,5.9367226000e+01,271.9149362,59.3674530,18h07m39.58s,59d22m02.83s,1.4709,1.6802,-0.2863,17.092,null,null,9.875e-01,15.685,null,0.3,1.198e+00,10.430,0.197,5.5,3.789e-01,7.698,null,0.6,1.328e+00,1,0,0.000,0.000,0.000,0.000,0000,UUBU,1,55285.581064,null,null,null,null,null,null,null
144,225,1.913858,8.117853,2.7192576100e+02,5.9313039000e+01,271.9259081,59.3135653,18h07m42.22s,59d18m48.84s,0.9509,1.0698,0.0995,16.580,null,1.5,1.010e+00,15.157,null,1.5,1.047e+00,10.038,0.134,8.1,9.511e-01,7.879,0.488,2.2,1.186e+00,1,0,0.000,0.000,0.000,0.000,0000,UUBC,1,55285.713368,null,null,null,null,null,null,null
145,227,1.185346,81.951316,2.7193654300e+02,5.9258665000e+01,271.9371808,59.2587111,18h07m44.92s,59d15m31.36s,1.2842,1.2732,-0.3602,16.529,null,1.4,9.627e-01,15.226,0.365,3.0,6.252e-01,10.505,0.206,5.3,1.377e+00,7.960,0.520,2.1,9.686e-01,1,0,0.000,0.000,0.000,0.000,0000,UCBC,1,55285.845800,null,null,null,null,null,null,null
146,228,2.108693,35.544611,2.7194720900e+02,5.9203818000e+01,271.9478741,59.2042946,18h07m47.49s,59d12m15.46s,0.8974,0.9851,-0.1978,17.032,0.504,2.2,1.221e+00,15.042,0.276,3.9,1.193e+00,10.228,0.159,6.8,1.177e+00,7.532,0.375,2.9,1.064e+00,1,0,0.000,0.000,0.000,0.000,0000,CBBC,1,55285.978104,null,null,null,null,null,null,null
147,229,0.116957,67.943359,2.7232797400e+02,5.6181173000e+01,272.3280281,56.1811852,18h09m18.73s,56d10m52.27s,0.8155,0.9650,-0.1517,16.934,null,0.5,5.723e-01,15.313,0.370,2.9,1.071e+00,9.982,0.127,8.6,8.140e-01,7.908,0.537,2.0,1.387e+00,1,0,0.000,0.000,0.000,0.000,0000,UCBC,1,55292.197541,null,null,null,null,null,null,null
